#BGC Name	Family Number
BGC0000001.1	0
BGC0000002.1	1
BGC0000003.1	2
BGC0000004.1	8
BGC0000006.1	8
BGC0000007.1	8
BGC0000008.1	8
BGC0000009.1	8
BGC0000011.1	10
BGC0000012.1	11
BGC0000013.1	12
BGC0000014.1	13
BGC0000015.1	14
BGC0000017.1	16
BGC0000018.1	17
BGC0000166.1	17
BGC0000022.1	21
BGC0000023.1	22
BGC0000024.1	23
BGC0000026.1	25
BGC0000027.1	26
BGC0000028.1	27
BGC0000032.1	31
BGC0000033.1	32
BGC0000034.1	33
BGC0000061.1	33
BGC0000036.1	35
BGC0000037.1	36
BGC0000038.1	37
BGC0000040.1	39
BGC0000041.1	40
BGC0000042.1	41
BGC0000043.1	42
BGC0000044.1	43
BGC0000045.1	44
BGC0000046.1	45
BGC0000048.1	47
BGC0000049.1	48
BGC0000050.1	49
BGC0000051.1	50
BGC0001580.1	50
BGC0000053.1	52
BGC0000054.1	53
BGC0000055.1	54
BGC0000056.1	55
BGC0000057.1	56
BGC0000058.1	57
BGC0000059.1	58
BGC0000060.1	59
BGC0000062.1	61
BGC0000063.1	61
BGC0000066.1	66
BGC0000067.1	66
BGC0000074.1	66
BGC0000068.1	67
BGC0000069.1	68
BGC0000070.1	69
BGC0000072.1	70
BGC0000073.1	71
BGC0000075.1	73
BGC0000076.1	74
BGC0000077.1	74
BGC0000078.1	76
BGC0000079.1	77
BGC0000080.1	78
BGC0000081.1	79
BGC0000082.1	80
BGC0000085.1	83
BGC0000039.1	87
BGC0000089.1	87
BGC0000098.1	87
BGC0000090.1	88
BGC0000091.1	89
BGC0001063.1	89
BGC0000092.1	90
BGC0000093.1	91
BGC0000094.1	92
BGC0000096.1	94
BGC0000113.1	94
BGC0000029.1	95
BGC0000097.1	95
BGC0001349.1	95
BGC0000099.1	97
BGC0000084.1	98
BGC0000100.1	98
BGC0001670.1	98
BGC0000102.1	100
BGC0000103.1	101
BGC0000104.1	102
BGC0001360.1	102
BGC0001677.1	102
BGC0000105.1	103
BGC0000106.1	104
BGC0000107.1	105
BGC0000109.1	107
BGC0000110.1	108
BGC0000111.1	109
BGC0000112.1	110
BGC0000114.1	112
BGC0000117.1	115
BGC0000118.1	116
BGC0000119.1	116
BGC0000120.1	118
BGC0000121.1	119
BGC0000122.1	120
BGC0000123.1	121
BGC0001643.1	121
BGC0000124.1	122
BGC0000108.1	123
