#BGC Name	Family Number
BGC0000001.1	0
BGC0000003.1	2
BGC0000004.1	8
BGC0000006.1	8
BGC0000007.1	8
BGC0000008.1	8
BGC0000009.1	8
BGC0000012.1	11
BGC0000014.1	13
BGC0000080.1	13
BGC0000017.1	16
BGC0000022.1	21
BGC0000023.1	22
BGC0000024.1	23
BGC0000026.1	25
BGC0000027.1	26
BGC0000028.1	27
BGC0001232.1	27
BGC0001348.1	27
BGC0000032.1	31
BGC0000033.1	32
BGC0000036.1	35
BGC0000037.1	36
BGC0000038.1	37
BGC0000040.1	39
BGC0000041.1	40
BGC0000042.1	41
BGC0000043.1	42
BGC0000044.1	43
BGC0000045.1	44
BGC0000046.1	45
BGC0000048.1	47
BGC0000053.1	52
BGC0000054.1	54
BGC0000055.1	54
BGC0000085.1	54
BGC0000092.1	54
BGC0000056.1	55
BGC0000057.1	56
BGC0000060.1	59
BGC0000062.1	61
BGC0000063.1	61
BGC0000064.1	63
BGC0001026.1	63
BGC0001049.1	63
BGC0001136.1	63
BGC0001218.1	63
BGC0001268.1	63
BGC0000068.1	67
BGC0000069.1	68
BGC0000070.1	69
BGC0000072.1	70
BGC0000066.1	72
BGC0000067.1	72
BGC0000074.1	72
BGC0000075.1	73
BGC0000076.1	75
BGC0000077.1	75
BGC0001245.1	75
BGC0000078.1	76
BGC0000081.1	79
BGC0000086.1	84
BGC0000087.1	84
BGC0000039.1	87
BGC0000089.1	87
BGC0000098.1	87
BGC0000091.1	89
BGC0001063.1	89
BGC0000093.1	91
BGC0000029.1	95
BGC0000097.1	95
BGC0001349.1	95
BGC0000099.1	97
BGC0000103.1	101
BGC0000104.1	102
BGC0001360.1	102
BGC0001677.1	102
BGC0000110.1	108
BGC0000111.1	109
BGC0000112.1	110
BGC0000018.1	111
BGC0000050.1	111
BGC0000051.1	111
BGC0000094.1	111
BGC0000096.1	111
BGC0000102.1	111
BGC0000113.1	111
BGC0000166.1	111
BGC0001580.1	111
BGC0001830.1	111
BGC0000002.1	114
BGC0000034.1	114
BGC0000061.1	114
BGC0000073.1	114
BGC0000105.1	114
BGC0000114.1	114
BGC0000115.1	114
BGC0000116.1	114
BGC0001491.1	114
BGC0001700.1	114
BGC0001709.1	114
BGC0001773.1	114
BGC0000118.1	116
BGC0000119.1	116
BGC0000120.1	118
BGC0000122.1	120
BGC0000123.1	121
BGC0001643.1	121
BGC0000015.1	123
BGC0000059.1	123
BGC0000108.1	123
BGC0000125.1	123
BGC0001690.1	123
BGC0000049.1	124
BGC0000058.1	124
BGC0000090.1	124
BGC0000109.1	124
BGC0000117.1	124
BGC0000124.1	124
BGC0000126.1	124
BGC0001495.1	124
BGC0001648.1	124
BGC0001653.1	124
BGC0001828.1	124
BGC0000127.1	125
BGC0000128.1	125
BGC0000129.1	127
BGC0000130.1	128
BGC0000132.1	128
BGC0000133.1	131
BGC0000135.1	133
BGC0000138.1	136
BGC0000140.1	137
BGC0000141.1	138
BGC0000142.1	139
BGC0000143.1	140
BGC0000144.1	141
BGC0000146.1	143
BGC0000147.1	144
BGC0000148.1	145
BGC0000150.1	147
BGC0000011.1	149
BGC0000152.1	149
BGC0000153.1	150
BGC0000154.1	151
BGC0000155.1	152
BGC0000157.1	156
BGC0000158.1	156
BGC0000159.1	156
BGC0000160.1	157
BGC0000161.1	158
BGC0000082.1	159
BGC0000162.1	159
BGC0001004.1	159
BGC0001183.1	159
BGC0001807.1	159
BGC0000165.1	162
BGC0000167.1	164
BGC0000168.1	165
BGC0000257.1	253
BGC0000335.1	331
BGC0000346.1	342
BGC0000353.1	349
BGC0000365.1	361
BGC0000380.1	376
BGC0000383.1	379
BGC0000997.1	379
BGC0000393.1	388
BGC0000467.1	462
BGC0001055.1	462
BGC0000680.1	667
BGC0000682.1	668
BGC0000013.1	669
BGC0000156.1	669
BGC0000684.1	669
BGC0001144.1	669
BGC0000935.1	920
BGC0000954.1	939
BGC0000957.1	942
BGC0000959.1	944
BGC0000960.1	945
BGC0000961.1	946
BGC0000962.1	947
BGC0000966.1	951
BGC0000968.1	953
BGC0000969.1	954
BGC0000970.1	955
BGC0000971.1	956
BGC0000972.1	957
BGC0000973.1	958
BGC0000975.1	960
BGC0000976.1	961
BGC0001165.1	961
BGC0000977.1	962
BGC0000978.1	963
BGC0000981.1	963
BGC0000979.1	964
BGC0000980.1	964
BGC0000982.1	967
BGC0001009.1	967
BGC0001010.1	967
BGC0000983.1	968
BGC0000984.1	969
BGC0000986.1	971
BGC0000988.1	975
BGC0000989.1	975
BGC0000990.1	975
BGC0000991.1	975
BGC0000992.1	976
BGC0000994.1	978
BGC0000998.1	982
BGC0001000.1	984
BGC0001001.1	985
BGC0001002.1	986
BGC0001003.1	987
BGC0001006.1	990
BGC0001007.1	990
BGC0001008.1	992
BGC0000149.1	997
BGC0001011.1	997
BGC0001012.1	997
BGC0001013.1	997
BGC0001523.1	997
BGC0001014.1	998
BGC0001015.1	999
BGC0001016.1	999
BGC0001017.1	999
BGC0001667.1	999
BGC0001705.1	999
BGC0001024.1	1008
BGC0001028.1	1012
BGC0001029.1	1013
BGC0001030.1	1014
BGC0001033.1	1017
BGC0001034.1	1018
BGC0001035.1	1019
BGC0001037.1	1021
BGC0001038.1	1022
BGC0001039.1	1023
BGC0001040.1	1024
BGC0000145.1	1025
BGC0001041.1	1025
BGC0001042.1	1026
BGC0001044.1	1028
BGC0000436.1	1031
BGC0001047.1	1031
BGC0000963.1	1032
BGC0001048.1	1032
BGC0001051.1	1035
