#BGC Name	Family Number
BGC0000083.1	173
BGC0000171.1	173
BGC0000177.1	173
BGC0000186.1	182
BGC0001099.1	182
BGC0001106.1	182
BGC0001111.1	182
BGC0001112.1	182
BGC0001115.1	182
BGC0001116.1	182
BGC0001646.1	182
BGC0000200.1	196
BGC0000256.1	196
BGC0000271.1	196
BGC0001197.1	196
BGC0001500.1	196
BGC0000191.1	208
BGC0000192.1	208
BGC0000212.1	208
BGC0000215.1	211
BGC0001062.1	211
BGC0001590.1	211
BGC0001730.1	211
BGC0000190.1	220
BGC0000224.1	220
BGC0001762.1	220
BGC0000194.1	224
BGC0000199.1	224
BGC0000227.1	224
BGC0000228.1	224
BGC0001073.1	224
BGC0000197.1	227
BGC0000201.1	227
BGC0000203.1	227
BGC0000221.1	227
BGC0000223.1	227
BGC0000225.1	227
BGC0000229.1	227
BGC0000231.1	227
BGC0001177.1	227
BGC0001596.1	227
BGC0001675.1	227
BGC0000237.1	234
BGC0000238.1	234
BGC0000240.1	236
BGC0000241.1	236
BGC0001622.1	236
BGC0001693.1	236
BGC0000210.1	243
BGC0000246.1	243
BGC0000247.1	243
BGC0000211.1	259
BGC0000263.1	259
BGC0000206.1	265
BGC0000209.1	265
BGC0000220.1	265
BGC0000250.1	265
BGC0000254.1	265
BGC0000269.1	265
BGC0000226.1	266
BGC0000236.1	266
BGC0000270.1	266
BGC0001072.1	266
BGC0001308.1	266
BGC0000195.1	271
BGC0000204.1	271
BGC0000208.1	271
BGC0000219.1	271
BGC0000222.1	271
BGC0000242.1	271
BGC0000252.1	271
BGC0000264.1	271
BGC0000266.1	271
BGC0000275.1	271
BGC0001150.1	271
BGC0000202.1	272
BGC0000234.1	272
BGC0000239.1	272
BGC0000253.1	272
BGC0000262.1	272
BGC0000267.1	272
BGC0000276.1	272
BGC0001661.1	272
BGC0001723.1	272
BGC0000280.1	277
BGC0000281.1	277
BGC0000385.1	397
BGC0000402.1	397
BGC0001088.1	397
BGC0001090.1	397
BGC0001098.1	397
BGC0001103.1	397
BGC0001728.1	397
BGC0000440.1	436
BGC0000441.1	436
BGC0000289.1	450
BGC0000290.1	450
BGC0000311.1	450
BGC0000322.1	450
BGC0000418.1	450
BGC0000419.1	450
BGC0000455.1	450
BGC0001148.1	450
BGC0001178.1	450
BGC0001183.1	450
BGC0001233.1	450
BGC0001459.1	450
BGC0001460.1	450
BGC0001461.1	450
BGC0001462.1	450
BGC0001635.1	450
BGC0001819.1	450
BGC0000652.1	639
BGC0001079.1	639
BGC0000284.1	848
BGC0000861.1	848
BGC0000862.1	848
BGC0000863.1	848
BGC0000864.1	854
BGC0000865.1	854
BGC0000869.1	854
BGC0000872.1	857
BGC0001076.1	857
BGC0000285.1	887
BGC0000902.1	887
BGC0001065.1	887
BGC0001077.1	887
BGC0001310.1	887
BGC0001689.1	887
BGC0000952.1	979
BGC0000995.1	979
BGC0001096.1	979
BGC0001101.1	979
BGC0001113.1	979
BGC0001025.1	1009
BGC0001104.1	1009
BGC0001470.1	1009
BGC0000967.1	1016
BGC0001031.1	1016
BGC0001032.1	1016
BGC0001350.1	1016
BGC0001520.1	1016
BGC0001078.1	1067
BGC0001083.1	1067
BGC0001089.1	1092
BGC0001092.1	1092
BGC0001093.1	1092
BGC0001108.1	1092
BGC0001109.1	1092
BGC0001213.1	1192
BGC0001292.1	1192
BGC0001647.1	1192
BGC0000021.1	1272
BGC0000095.1	1272
BGC0000163.1	1272
BGC0000164.1	1272
BGC0001066.1	1272
BGC0001293.1	1272
BGC0001665.1	1272
BGC0000172.1	1280
BGC0000173.1	1280
BGC0000175.1	1280
BGC0000178.1	1280
BGC0001094.1	1280
BGC0001107.1	1280
BGC0001299.1	1280
BGC0001300.1	1280
BGC0001301.1	1280
BGC0001740.1	1280
BGC0000180.1	1361
BGC0000181.1	1361
BGC0000185.1	1361
BGC0001383.1	1361
BGC0001761.1	1361
BGC0001780.1	1361
BGC0000232.1	1362
BGC0000235.1	1362
BGC0000245.1	1362
BGC0000268.1	1362
BGC0001384.1	1362
BGC0001769.1	1362
BGC0001386.1	1364
BGC0001625.1	1364
BGC0000216.1	1387
BGC0000261.1	1387
BGC0001061.1	1387
BGC0001409.1	1387
BGC0000198.1	1482
BGC0000230.1	1482
BGC0000233.1	1482
BGC0000248.1	1482
BGC0000272.1	1482
BGC0000273.1	1482
BGC0000274.1	1482
BGC0000279.1	1482
BGC0001366.1	1482
BGC0001376.1	1482
BGC0001438.1	1482
BGC0001512.1	1482
BGC0001513.1	1482
BGC0000214.1	1527
BGC0000217.1	1527
BGC0000218.1	1527
BGC0001074.1	1527
BGC0001439.1	1527
BGC0001558.1	1527
BGC0001568.1	1527
BGC0000182.1	1533
BGC0000255.1	1533
BGC0001005.1	1533
BGC0001091.1	1533
BGC0001105.1	1533
BGC0001110.1	1533
BGC0001114.1	1533
BGC0001543.1	1533
BGC0001564.1	1533
BGC0001611.1	1533
BGC0001751.1	1533
BGC0000196.1	1535
BGC0000205.1	1535
BGC0001064.1	1535
BGC0001357.1	1535
BGC0001566.1	1535
BGC0001663.1	1535
CS204_c00001_NODE_1_...cluster061	1535
BGC0001179.1	1685
BGC0001719.1	1685
BGC0000174.1	1760
BGC0000176.1	1760
BGC0000179.1	1760
BGC0000184.1	1760
BGC0001186.1	1760
BGC0001644.1	1760
BGC0001656.1	1760
BGC0001772.1	1760
BGC0001795.1	1760
CS200_c00001_NODE_1_...cluster171	1966
CS202_c00001_NODE_1_...cluster046	1966
CS211_c00001_NODE_1_...cluster003	1966
CS200_c00001_NODE_1_...cluster266	2267
CS202_c00001_NODE_1_...cluster183	2267
CS202_c00001_NODE_1_...cluster069	2332
CS203_c00001_NODE_1_...cluster055	2332
CS203_c00001_NODE_1_...cluster126	2403
CS211_c00001_NODE_1_...cluster058	2403
CS203_c00001_NODE_1_...cluster198	2475
CS211_c00001_NODE_1_...cluster001	2475
BGC0000282.1	2490
CS200_c00001_NODE_1_...cluster245	2490
CS200_c00001_NODE_1_...cluster282	2490
CS203_c00001_NODE_1_...cluster115	2490
CS203_c00001_NODE_1_...cluster202	2490
CS203_c00001_NODE_1_...cluster213	2490
CS204_c00001_NODE_1_...cluster195	2490
CS204_c00001_NODE_1_...cluster197	2490
CS211_c00001_NODE_1_...cluster211	2490
CS211_c00001_NODE_1_...cluster270	2490
CS783_c00001_NODE_1_...cluster123	2490
CS783_c00001_NODE_1_...cluster137	2490
CS200_c00001_NODE_1_...cluster041	2501
CS200_c00001_NODE_1_...cluster107	2501
CS202_c00001_NODE_1_...cluster099	2501
CS203_c00001_NODE_1_...cluster045	2501
CS203_c00001_NODE_1_...cluster073	2501
CS204_c00001_NODE_1_...cluster009	2501
CS211_c00001_NODE_1_...cluster009	2501
CS783_c00001_NODE_1_...cluster011	2501
CS200_c00001_NODE_1_...cluster122	2520
CS202_c00001_NODE_1_...cluster044	2520
CS203_c00001_NODE_1_...cluster050	2520
CS204_c00001_NODE_1_...cluster028	2520
CS211_c00001_NODE_1_...cluster137	2520
CS783_c00001_NODE_1_...cluster029	2520
CS211_c00001_NODE_1_...cluster068	2768
CS200_c00001_NODE_1_...cluster178	2787
CS200_c00001_NODE_1_...cluster198	2787
CS202_c00001_NODE_1_...cluster109	2787
CS202_c00001_NODE_1_...cluster114	2787
CS204_c00001_NODE_1_...cluster090	2787
CS211_c00001_NODE_1_...cluster069	2787
CS211_c00001_NODE_1_...cluster087	2787
CS783_c00001_NODE_1_...cluster061	2787
CS200_c00001_NODE_1_...cluster093	3031
CS783_c00001_NODE_1_...cluster054	3031
