#BGC Name	Family Number
BGC0000062.1	61
BGC0000063.1	61
BGC0000081.1	79
BGC0000141.1	138
BGC0000145.1	142
BGC0000971.1	142
BGC0001041.1	142
BGC0000150.1	147
BGC0001008.1	147
BGC0001503.1	147
BGC0000186.1	182
BGC0001069.1	182
BGC0001070.1	182
BGC0001099.1	182
BGC0001106.1	182
BGC0001111.1	182
BGC0001112.1	182
BGC0001113.1	182
BGC0001114.1	182
BGC0001646.1	182
BGC0000287.1	283
BGC0000288.1	284
BGC0000949.1	284
BGC0000292.1	288
BGC0000293.1	289
BGC0000294.1	290
BGC0000296.1	292
BGC0000303.1	299
BGC0000428.1	299
BGC0000308.1	304
BGC0000312.1	309
BGC0000313.1	309
BGC0000342.1	309
BGC0000299.1	310
BGC0000314.1	310
BGC0000316.1	312
BGC0000458.1	312
BGC0000320.1	316
BGC0000324.1	320
BGC0001801.1	320
BGC0000329.1	325
BGC0000335.1	331
BGC0000337.1	333
BGC0000338.1	334
BGC0001035.1	334
BGC0001371.1	334
BGC0000341.1	337
BGC0000343.1	339
BGC0000345.1	341
BGC0001829.1	341
BGC0000347.1	343
BGC0000348.1	344
BGC0000350.1	346
BGC0000351.1	347
BGC0000352.1	348
BGC0000357.1	353
BGC0001699.1	353
BGC0000358.1	354
BGC0001152.1	354
BGC0000360.1	356
BGC0000362.1	359
BGC0000363.1	359
BGC0000364.1	359
BGC0000365.1	359
BGC0000304.1	366
BGC0000370.1	366
BGC0001166.1	366
BGC0000372.1	368
BGC0000373.1	369
BGC0000376.1	372
BGC0000377.1	373
BGC0000389.1	385
BGC0001189.1	385
BGC0001297.1	385
BGC0001312.1	385
BGC0001758.1	385
BGC0000395.1	390
BGC0000309.1	396
BGC0000368.1	396
BGC0000401.1	396
BGC0001185.1	396
BGC0001345.1	396
BGC0000402.1	397
BGC0001090.1	397
BGC0001098.1	397
BGC0001103.1	397
BGC0001728.1	397
BGC0000317.1	399
BGC0000319.1	399
BGC0000404.1	399
BGC0000405.1	399
BGC0000406.1	401
BGC0000369.1	403
BGC0000403.1	403
BGC0000407.1	403
BGC0000408.1	403
BGC0001095.1	403
BGC0001153.1	403
BGC0001192.1	403
BGC0001414.1	403
BGC0001614.1	403
BGC0001715.1	403
BGC0000409.1	404
BGC0000410.1	405
BGC0000412.1	407
BGC0000394.1	409
BGC0000414.1	409
BGC0000416.1	411
BGC0000465.1	411
BGC0001434.1	411
BGC0001692.1	411
BGC0001698.1	411
BGC0000417.1	412
BGC0000420.1	415
BGC0000421.1	416
BGC0000422.1	417
BGC0000325.1	418
BGC0000349.1	418
BGC0000359.1	418
BGC0000366.1	418
BGC0000371.1	418
BGC0000392.1	418
BGC0000423.1	418
BGC0001211.1	418
BGC0001351.1	418
BGC0001368.1	418
BGC0001752.1	418
BGC0001767.1	418
BGC0000426.1	421
BGC0000297.1	425
BGC0000298.1	425
BGC0000396.1	425
BGC0000430.1	425
BGC0001467.1	425
BGC0001748.1	425
BGC0001760.1	425
BGC0001813.1	425
BGC0000432.1	427
BGC0000381.1	428
BGC0000433.1	428
BGC0000437.1	433
BGC0000438.1	433
BGC0001389.1	433
BGC0001416.1	433
BGC0001629.1	433
BGC0000291.1	434
BGC0000336.1	434
BGC0000354.1	434
BGC0000379.1	434
BGC0000429.1	434
BGC0000439.1	434
BGC0001448.1	434
BGC0001657.1	434
BGC0000289.1	436
BGC0000326.1	436
BGC0000440.1	436
BGC0000441.1	436
BGC0000444.1	439
BGC0000446.1	441
BGC0001637.1	441
BGC0001805.1	441
BGC0000425.1	442
BGC0000447.1	442
BGC0001806.1	442
BGC0000448.1	443
BGC0001652.1	443
BGC0000306.1	445
BGC0000339.1	445
BGC0000415.1	445
BGC0000434.1	445
BGC0000445.1	445
BGC0000450.1	445
BGC0001228.1	445
BGC0000453.1	448
BGC0001341.1	448
BGC0000454.1	449
BGC0000290.1	450
BGC0000311.1	450
BGC0000322.1	450
BGC0000374.1	450
BGC0000418.1	450
BGC0000419.1	450
BGC0000455.1	450
BGC0001148.1	450
BGC0001178.1	450
BGC0001183.1	450
BGC0001233.1	450
BGC0001459.1	450
BGC0001460.1	450
BGC0001461.1	450
BGC0001462.1	450
BGC0001635.1	450
BGC0001807.1	450
BGC0000456.1	451
BGC0000457.1	452
BGC0000459.1	454
BGC0000344.1	458
BGC0000411.1	458
BGC0000462.1	458
BGC0000463.1	458
BGC0000952.1	458
BGC0001406.1	458
BGC0001582.1	458
BGC0001608.1	458
BGC0001641.1	458
BGC0000467.1	462
BGC0001055.1	462
BGC0000816.1	801
BGC0000819.1	801
BGC0000901.1	886
BGC0000460.1	930
BGC0000945.1	930
BGC0000950.1	936
BGC0000951.1	936
BGC0000956.1	941
BGC0000960.1	945
BGC0000961.1	946
BGC0000962.1	947
BGC0000413.1	948
BGC0000963.1	948
BGC0001048.1	948
BGC0001058.1	948
BGC0000964.1	949
BGC0000993.1	949
BGC0001045.1	949
BGC0000967.1	952
BGC0000972.1	957
BGC0000966.1	958
BGC0000973.1	958
BGC0000976.1	961
BGC0001165.1	961
BGC0000985.1	970
BGC0000954.1	975
BGC0000988.1	975
BGC0000989.1	975
BGC0000990.1	975
BGC0000991.1	975
BGC0001051.1	975
BGC0001342.1	975
BGC0001702.1	975
BGC0000995.1	979
BGC0001089.1	979
BGC0001096.1	979
BGC0001115.1	979
BGC0001751.1	979
BGC0001000.1	984
BGC0001002.1	986
BGC0000353.1	994
BGC0000380.1	994
BGC0000969.1	994
BGC0000982.1	994
BGC0000998.1	994
BGC0001009.1	994
BGC0001010.1	994
BGC0001235.1	994
BGC0000144.1	997
BGC0000994.1	997
BGC0001011.1	997
BGC0001012.1	997
BGC0001013.1	997
BGC0001040.1	997
BGC0001042.1	997
BGC0001195.1	997
BGC0001477.1	997
BGC0001014.1	998
BGC0001015.1	1001
BGC0001016.1	1001
BGC0001017.1	1001
BGC0001667.1	1001
BGC0001705.1	1001
BGC0000301.1	1002
BGC0000302.1	1002
BGC0000331.1	1002
BGC0000332.1	1002
BGC0001018.1	1002
BGC0001133.1	1002
BGC0001020.1	1004
BGC0000970.1	1006
BGC0001001.1	1006
BGC0001003.1	1006
BGC0001022.1	1006
BGC0001046.1	1006
BGC0001052.1	1006
BGC0001367.1	1006
BGC0001394.1	1006
BGC0001737.1	1006
BGC0001823.1	1006
BGC0000388.1	1007
BGC0001023.1	1007
BGC0001417.1	1007
BGC0001418.1	1007
BGC0001419.1	1007
BGC0001420.1	1007
BGC0001421.1	1007
BGC0001423.1	1007
BGC0001424.1	1007
BGC0001429.1	1007
BGC0001430.1	1007
BGC0001431.1	1007
BGC0001432.1	1007
BGC0001630.1	1007
BGC0001021.1	1011
BGC0001027.1	1011
BGC0000300.1	1013
BGC0000397.1	1013
BGC0000424.1	1013
BGC0000975.1	1013
BGC0000984.1	1013
BGC0001005.1	1013
BGC0001028.1	1013
BGC0001029.1	1013
BGC0001059.1	1013
BGC0001125.1	1013
BGC0001711.1	1013
BGC0001800.1	1013
BGC0000333.1	1020
BGC0000378.1	1020
BGC0001033.1	1020
BGC0001036.1	1020
BGC0001519.1	1020
BGC0001026.1	1021
BGC0001037.1	1021
BGC0001122.1	1021
BGC0001563.1	1021
BGC0001039.1	1023
BGC0001044.1	1028
BGC0000383.1	1031
BGC0000436.1	1031
BGC0000997.1	1031
BGC0001047.1	1031
BGC0001050.1	1034
BGC0001054.1	1038
BGC0001056.1	1040
BGC0001130.1	1040
BGC0001057.1	1041
BGC0001083.1	1067
BGC0000356.1	1068
BGC0000818.1	1068
BGC0001084.1	1068
BGC0001088.1	1072
BGC0001413.1	1072
BGC0001100.1	1083
BGC0001101.1	1084
BGC0001102.1	1085
BGC0001071.1	1092
BGC0001092.1	1092
BGC0001093.1	1092
BGC0001108.1	1092
BGC0001109.1	1092
BGC0001611.1	1092
BGC0001116.1	1099
BGC0001123.1	1106
BGC0001127.1	1110
BGC0001128.1	1117
BGC0001131.1	1117
BGC0001132.1	1117
BGC0001135.1	1117
BGC0001631.1	1117
BGC0001650.1	1117
BGC0000959.1	1118
BGC0000968.1	1118
BGC0000977.1	1118
BGC0000983.1	1118
BGC0001049.1	1118
BGC0001136.1	1118
BGC0001182.1	1118
BGC0001218.1	1118
BGC0001255.1	1118
BGC0001445.1	1118
BGC0000355.1	1123
BGC0001142.1	1123
BGC0000327.1	1128
BGC0001147.1	1128
BGC0001149.1	1130
BGC0001187.1	1166
BGC0001193.1	1172
BGC0000346.1	1182
BGC0001202.1	1182
BGC0001203.1	1182
BGC0000958.1	1195
BGC0001216.1	1195
BGC0001220.1	1199
BGC0001225.1	1204
BGC0001236.1	1215
BGC0001237.1	1215
BGC0001352.1	1215
BGC0001353.1	1215
BGC0001354.1	1215
BGC0001355.1	1215
BGC0001240.1	1219
BGC0000900.1	1228
BGC0001249.1	1228
BGC0001250.1	1229
BGC0001251.1	1229
